"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Affiliations","Authors with affiliations","EID"
"Krishna M.; Nindo C.I.; Min S.C.","Krishna, Murali (57198116719); Nindo, Caleb I. (6506519628); Min, Sea C. (7202852772)","57198116719; 6506519628; 7202852772","Development of fish gelatin edible films using extrusion and compression molding","2012","73","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053567794&doi=10.1016%2fj.jfoodeng.2011.08.002&partnerID=40&md5=55d5f1b4e12167f633b5c3482903bce2","University of Idaho, School of Food Science, Moscow, ID 83844-2312, United States; Seoul Women's University, Department of Food Science and Technology, Nowon-gu, Seoul 139-774, 621 Hwarangro, South Korea","Krishna M., University of Idaho, School of Food Science, Moscow, ID 83844-2312, United States; Nindo C.I., University of Idaho, School of Food Science, Moscow, ID 83844-2312, United States; Min S.C., Seoul Women's University, Department of Food Science and Technology, Nowon-gu, Seoul 139-774, 621 Hwarangro, South Korea","2-s2.0-80053567794"
"Guldas M.; Akpinar-Bayizit A.; Ozcan T.; Yilmaz-Ersan L.","Guldas, Metin (35617778500); Akpinar-Bayizit, Arzu (12545580300); Ozcan, Tulay (25926089700); Yilmaz-Ersan, Lutfiye (35750795400)","35617778500; 12545580300; 25926089700; 35750795400","Effects of edible film coatings on shelf-life of mustafakemalpasa sweet, a cheese based dessert","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951775026&doi=10.1007%2fs13197-010-0081-6&partnerID=40&md5=1ec32ff1748ee2164a67d585f5c9bce2","Department of Food Technology, Uludag University, Karacabey Vocational School, 16700 Bursa, Karacabey, Turkey; Department of Food Engineering, Uludag University, Agricultural Faculty, 16059 Bursa, Gorukle, Turkey","Guldas M., Department of Food Technology, Uludag University, Karacabey Vocational School, 16700 Bursa, Karacabey, Turkey; Akpinar-Bayizit A., Department of Food Engineering, Uludag University, Agricultural Faculty, 16059 Bursa, Gorukle, Turkey; Ozcan T., Department of Food Engineering, Uludag University, Agricultural Faculty, 16059 Bursa, Gorukle, Turkey; Yilmaz-Ersan L., Department of Food Engineering, Uludag University, Agricultural Faculty, 16059 Bursa, Gorukle, Turkey","2-s2.0-79951775026"
"Lim R.; Stathopoulos C.E.; Golding J.B.","Lim, R. (57694071200); Stathopoulos, C.E. (23571133000); Golding, J.B. (55780979000)","57694071200; 23571133000; 55780979000","Effect of edible coatings on some quality characteristics of sweet cherries","2011","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052907624&partnerID=40&md5=db8b47eac83c98e679ece942f2a59b86","School of Environmental and Life Sciences, University of Newcastle, Ourimbah, NSW 2258, Australia; Industry and Investment NSW, Gosford Primary Industries Institute, Narara 2250, NSW, Australia","Lim R., School of Environmental and Life Sciences, University of Newcastle, Ourimbah, NSW 2258, Australia; Stathopoulos C.E., School of Environmental and Life Sciences, University of Newcastle, Ourimbah, NSW 2258, Australia; Golding J.B., School of Environmental and Life Sciences, University of Newcastle, Ourimbah, NSW 2258, Australia, Industry and Investment NSW, Gosford Primary Industries Institute, Narara 2250, NSW, Australia","2-s2.0-80052907624"
"de Moura M.R.; Aouada F.A.; Avena-Bustillos R.J.; McHugh T.H.; Krochta J.M.; Mattoso L.H.C.","de Moura, Márcia R. (57218324841); Aouada, Fauze A. (8525890000); Avena-Bustillos, Roberto J. (14019182600); McHugh, Tara H. (7007165044); Krochta, John M. (7005839964); Mattoso, Luiz H.C. (7005763990)","57218324841; 8525890000; 14019182600; 7007165044; 7005839964; 7005763990","Improved barrier and mechanical properties of novel hydroxypropyl methylcellulose edible films with chitosan/tripolyphosphate nanoparticles","2009","306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349128405&doi=10.1016%2fj.jfoodeng.2008.12.015&partnerID=40&md5=ab1734df65737273dc22a24ee05f98f5","Chemistry Department, UFSCar, São Carlos, SP, Brazil; Agricultural Research Service, Western Regional Research Center, Albany, CA, United States; Department of Food Science and Technology, University of California, Davis, United States; National Nanotechnology Laboratory for Agriculture, EMBRAPA-CNPDIA, São Carlos, SP, Brazil","de Moura M.R., Chemistry Department, UFSCar, São Carlos, SP, Brazil, National Nanotechnology Laboratory for Agriculture, EMBRAPA-CNPDIA, São Carlos, SP, Brazil; Aouada F.A., Chemistry Department, UFSCar, São Carlos, SP, Brazil, National Nanotechnology Laboratory for Agriculture, EMBRAPA-CNPDIA, São Carlos, SP, Brazil; Avena-Bustillos R.J., Agricultural Research Service, Western Regional Research Center, Albany, CA, United States; McHugh T.H., Agricultural Research Service, Western Regional Research Center, Albany, CA, United States; Krochta J.M., Department of Food Science and Technology, University of California, Davis, United States; Mattoso L.H.C., National Nanotechnology Laboratory for Agriculture, EMBRAPA-CNPDIA, São Carlos, SP, Brazil","2-s2.0-61349128405"
"Ibarguren C.; Vivas L.; Alejandra Bertuzzi M.; Apella M.C.; Carina Audisio M.","Ibarguren, Carolina (35305122800); Vivas, Leticia (37073632100); Alejandra Bertuzzi, María (6602095459); Apella, María Cristina (57203529874); Carina Audisio, Marcela (7004397606)","35305122800; 37073632100; 6602095459; 57203529874; 7004397606","Edible films with anti-Listeria monocytogenes activity","2010","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955985823&doi=10.1111%2fj.1365-2621.2010.02286.x&partnerID=40&md5=2f61114cb01316d8c89aa218208c9926","Instituto de Investigaciones para la Industria Química (INIQUI-CONICET), Universidad Nacional de Salta, Salta, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina; Centro de Referencia para Lactobacilos (CERELA CCT-CONICET), San Miguel de Tucumán, Argentina","Ibarguren C., Instituto de Investigaciones para la Industria Química (INIQUI-CONICET), Universidad Nacional de Salta, Salta, Argentina, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina; Vivas L., Instituto de Investigaciones para la Industria Química (INIQUI-CONICET), Universidad Nacional de Salta, Salta, Argentina; Alejandra Bertuzzi M., Instituto de Investigaciones para la Industria Química (INIQUI-CONICET), Universidad Nacional de Salta, Salta, Argentina; Apella M.C., Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina, Centro de Referencia para Lactobacilos (CERELA CCT-CONICET), San Miguel de Tucumán, Argentina; Carina Audisio M., Instituto de Investigaciones para la Industria Química (INIQUI-CONICET), Universidad Nacional de Salta, Salta, Argentina, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina","2-s2.0-77955985823"
"Bergo P.; Carvalho R.A.; Vadala A.C.S.; Guevara V.C.I.; Sobral P.J.A.","Bergo, P. (6507725950); Carvalho, R.A. (35892704700); Vadala, A.C.S. (35489376700); Guevara, V.C.I. (35487203200); Sobral, P.J.A. (35607315000)","6507725950; 35892704700; 35489376700; 35487203200; 35607315000","Physical properties of gelatin films plasticized with glycerol, studied by spectroscopic methods","2010","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75649131180&doi=10.4028%2fwww.scientific.net%2fMSF.636-637.753&partnerID=40&md5=209c5a7f475394aeea054bb409415f13","Food Engineering Dept., FZEA, University of São Paulo, 13635-900 Pirassununga (SP), PO Box 23, Brazil","Bergo P., Food Engineering Dept., FZEA, University of São Paulo, 13635-900 Pirassununga (SP), PO Box 23, Brazil; Carvalho R.A., Food Engineering Dept., FZEA, University of São Paulo, 13635-900 Pirassununga (SP), PO Box 23, Brazil; Vadala A.C.S., Food Engineering Dept., FZEA, University of São Paulo, 13635-900 Pirassununga (SP), PO Box 23, Brazil; Guevara V.C.I., Food Engineering Dept., FZEA, University of São Paulo, 13635-900 Pirassununga (SP), PO Box 23, Brazil; Sobral P.J.A., Food Engineering Dept., FZEA, University of São Paulo, 13635-900 Pirassununga (SP), PO Box 23, Brazil","2-s2.0-75649131180"
"Fakhoury F.M.; Maria Martelli S.; Canhadas Bertan L.; Yamashita F.; Innocentini Mei L.H.; Collares Queiroz F.P.","Fakhoury, Farayde Matta (10044311600); Maria Martelli, Silvia (9845074800); Canhadas Bertan, Larissa (55216551500); Yamashita, Fabio (7102210728); Innocentini Mei, Lúcia Helena (23091409000); Collares Queiroz, Fernanda Paula (22134442100)","10044311600; 9845074800; 55216551500; 7102210728; 23091409000; 22134442100","Edible films made from blends of manioc starch and gelatin - Influence of different types of plasticizer and different levels of macromolecules on their properties","2012","124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862666878&doi=10.1016%2fj.lwt.2012.04.017&partnerID=40&md5=f69fa6469f449462f07e5aa4baba98c1","Department of Chemistry, Campinas State University, Campinas, Brazil; Department of Chemistry, Federal University of Santa Catarina, Florianópolis, Brazil; Federal University of Pampa, Itaqui, Brazil; Department of Food Science and Technology, Londrina State University, 86051-990 Londrina, Brazil","Fakhoury F.M., Department of Chemistry, Campinas State University, Campinas, Brazil, Department of Food Science and Technology, Londrina State University, 86051-990 Londrina, Brazil; Maria Martelli S., Department of Chemistry, Federal University of Santa Catarina, Florianópolis, Brazil; Canhadas Bertan L., Federal University of Pampa, Itaqui, Brazil; Yamashita F., Department of Food Science and Technology, Londrina State University, 86051-990 Londrina, Brazil; Innocentini Mei L.H., Department of Chemistry, Campinas State University, Campinas, Brazil; Collares Queiroz F.P., Department of Chemistry, Campinas State University, Campinas, Brazil","2-s2.0-84862666878"
"Limpisophon K.; Tanaka M.; Osako K.","Limpisophon, Kanokrat (26433576600); Tanaka, Munehiko (55382841600); Osako, Kazufumi (6602995816)","26433576600; 55382841600; 6602995816","Characterisation of gelatin-fatty acid emulsion films based on blue shark (Prionace glauca) skin gelatin","2010","122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951938352&doi=10.1016%2fj.foodchem.2010.03.090&partnerID=40&md5=ba2f83f394108b1f9f2a440a6ac5420a","Department of Food Science and Technology, Tokyo University of Marine Science and Technology, Minato-ku, Tokyo, 108-8477, 5-7 Konan 4, Japan; Department of Home Economics, Kokugakuin Tochigi Junior College, Tochigi, 328-8588, 608 Hirai, Japan","Limpisophon K., Department of Food Science and Technology, Tokyo University of Marine Science and Technology, Minato-ku, Tokyo, 108-8477, 5-7 Konan 4, Japan; Tanaka M., Department of Home Economics, Kokugakuin Tochigi Junior College, Tochigi, 328-8588, 608 Hirai, Japan; Osako K., Department of Food Science and Technology, Tokyo University of Marine Science and Technology, Minato-ku, Tokyo, 108-8477, 5-7 Konan 4, Japan","2-s2.0-77951938352"
"Torres E.; Marín V.; Aburto J.; Beltrán H.I.; Shirai K.; Villanueva S.; Sandoval G.","Torres, E. (15836155800); Marín, V. (56013730600); Aburto, J. (6701883693); Beltrán, H.I. (55044075000); Shirai, K. (55993639400); Villanueva, S. (55044485500); Sandoval, G. (7003427602)","15836155800; 56013730600; 6701883693; 55044075000; 55993639400; 55044485500; 7003427602","Enzymatic modification of chitosan with quercetin and its application as antioxidant edible films","2012","39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857676866&doi=10.1134%2fS0003683812020123&partnerID=40&md5=d0359ac2cc9e153a27fe1825606435c1","Center of Chemistry-ICUAP, University of Puebla, Puebla 72570, Edificio 103G, Mexico; Mexican Institute of Petroleum, Eje Central Lázaro Cárdenas Norte 152, México, D. F. 07730, Col. San Bartolo Atepehuacan, Mexico; Metropolitan Autonomous University-Cuajimalpa, México, D. F. 01120, Artificios 40-sexto piso, Col. Hidalgo, Mexico; Metropolitan Autonomous University-Iztapalapa, Col.Vicentina Mexico, DF 09340, Av San Rafael Atlixco No. 186, Mexico; Center of Investigation and Technological Assistance and design of Jalisco. Guadalajara, Guadalajara, Jalisco 44270, Mexico","Torres E., Center of Chemistry-ICUAP, University of Puebla, Puebla 72570, Edificio 103G, Mexico; Marín V., Center of Chemistry-ICUAP, University of Puebla, Puebla 72570, Edificio 103G, Mexico; Aburto J., Mexican Institute of Petroleum, Eje Central Lázaro Cárdenas Norte 152, México, D. F. 07730, Col. San Bartolo Atepehuacan, Mexico; Beltrán H.I., Metropolitan Autonomous University-Cuajimalpa, México, D. F. 01120, Artificios 40-sexto piso, Col. Hidalgo, Mexico; Shirai K., Metropolitan Autonomous University-Iztapalapa, Col.Vicentina Mexico, DF 09340, Av San Rafael Atlixco No. 186, Mexico; Villanueva S., Center of Investigation and Technological Assistance and design of Jalisco. Guadalajara, Guadalajara, Jalisco 44270, Mexico; Sandoval G., Center of Investigation and Technological Assistance and design of Jalisco. Guadalajara, Guadalajara, Jalisco 44270, Mexico","2-s2.0-84857676866"
"Złotek U.; Wójcik W.","Złotek, Urszula (22939538900); Wójcik, Wiesław (7005121594)","22939538900; 7005121594","Effect of coating parsley roots (Petroselinum hortense) with chitosan film on selected characteristics thereof during storage; [Wpływ powlekania chitozanem korzeni pietruszki (Petroselinum hortense) na wybrane ich cechy podczas przechowywania]","2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872390458&doi=10.15193%2fzntj%2f2012%2f83%2f075-085&partnerID=40&md5=76dcc72337918476c536104e5f9b9f39","Katedra Biochemii i Chemii Zywności, Wydz. Nauk o Zywności i Biotechnologii, Uniwersytet Przyrodniczy w Lublinie, 20-704 Lublin, ul. Skromna 8, Poland","Złotek U., Katedra Biochemii i Chemii Zywności, Wydz. Nauk o Zywności i Biotechnologii, Uniwersytet Przyrodniczy w Lublinie, 20-704 Lublin, ul. Skromna 8, Poland; Wójcik W., Katedra Biochemii i Chemii Zywności, Wydz. Nauk o Zywności i Biotechnologii, Uniwersytet Przyrodniczy w Lublinie, 20-704 Lublin, ul. Skromna 8, Poland","2-s2.0-84872390458"
"Avena-Bustillos R.J.; Chiou B.; Olsen C.W.; Bechtel P.J.; Olson D.A.; Mchugh T.H.","Avena-Bustillos, R.J. (14019182600); Chiou, B. (57193931623); Olsen, C.W. (56266372600); Bechtel, P.J. (57204336851); Olson, D.A. (14020081800); Mchugh, T.H. (57203238545)","14019182600; 57193931623; 56266372600; 57204336851; 14020081800; 57203238545","Gelation, Oxygen Permeability, and Mechanical Properties of Mammalian and Fish Gelatin Films","2011","47","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860400828&doi=10.1111%2fj.1750-3841.2011.02312.x&partnerID=40&md5=64970d6b42f5c352ab60f939cd0a3354","Agricultural Research Service, Western Regional Research Center, Albany, CA, 94710, 800 Buchanan St, United States; Dept.of Biological and Agricultural Engineering, Univ.of California, Davis, CA 95616, United States; Agricultural Research Service, Subarctic Agricultural Research Unit, Fairbanks, AK, 99775, 245 O'Neill Building, 10 UAF, United States","Avena-Bustillos R.J., Agricultural Research Service, Western Regional Research Center, Albany, CA, 94710, 800 Buchanan St, United States, Dept.of Biological and Agricultural Engineering, Univ.of California, Davis, CA 95616, United States; Chiou B., Agricultural Research Service, Western Regional Research Center, Albany, CA, 94710, 800 Buchanan St, United States; Olsen C.W., Agricultural Research Service, Western Regional Research Center, Albany, CA, 94710, 800 Buchanan St, United States; Bechtel P.J., Agricultural Research Service, Subarctic Agricultural Research Unit, Fairbanks, AK, 99775, 245 O'Neill Building, 10 UAF, United States; Olson D.A., Agricultural Research Service, Western Regional Research Center, Albany, CA, 94710, 800 Buchanan St, United States; Mchugh T.H., Agricultural Research Service, Western Regional Research Center, Albany, CA, 94710, 800 Buchanan St, United States","2-s2.0-84860400828"
"Vargas M.; Albors A.; Chiralt A.; González-Martínez C.","Vargas, María (14039835700); Albors, Ana (23993474100); Chiralt, Amparo (7006194463); González-Martínez, Chelo (24721365800)","14039835700; 23993474100; 7006194463; 24721365800","Water interactions and microstructure of chitosan-methylcellulose composite films as affected by ionic concentration","2011","42","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051790735&doi=10.1016%2fj.lwt.2011.02.018&partnerID=40&md5=73d20cdb15dc05e9693e44a8a60fb913","Departamento de Tecnología de Alimentos, Instituto Universitario de Ingeniería de Alimentos para el Desarrollo, Universidad Politécnica de Valencia, 46022 Valencia, Camino de Vera s/n, Spain","Vargas M., Departamento de Tecnología de Alimentos, Instituto Universitario de Ingeniería de Alimentos para el Desarrollo, Universidad Politécnica de Valencia, 46022 Valencia, Camino de Vera s/n, Spain; Albors A., Departamento de Tecnología de Alimentos, Instituto Universitario de Ingeniería de Alimentos para el Desarrollo, Universidad Politécnica de Valencia, 46022 Valencia, Camino de Vera s/n, Spain; Chiralt A., Departamento de Tecnología de Alimentos, Instituto Universitario de Ingeniería de Alimentos para el Desarrollo, Universidad Politécnica de Valencia, 46022 Valencia, Camino de Vera s/n, Spain; González-Martínez C., Departamento de Tecnología de Alimentos, Instituto Universitario de Ingeniería de Alimentos para el Desarrollo, Universidad Politécnica de Valencia, 46022 Valencia, Camino de Vera s/n, Spain","2-s2.0-80051790735"
